187,Đông Hà,Quảng Trị,Quảng Trị
219,Gio Linh,Quảng Trị,Quảng Trị
243,Hải Lăng,Quảng Trị,Quảng Trị
284,Hướng Hóa,Quảng Trị,Quảng Trị
480,Quảng Trị,Quảng Trị,Quảng Trị
634,Triệu Phong,Quảng Trị,Quảng Trị
678,Vĩnh Linh,Quảng Trị,Quảng Trị
113,Châu Thành,Sóc Trăng,Sóc Trăng
137,Cù Lao Dung,Sóc Trăng,Sóc Trăng
290,Kế Sách,Sóc Trăng,Sóc Trăng
346,Long Phú,Sóc Trăng,Sóc Trăng
387,Mỹ Tú,Sóc Trăng,Sóc Trăng
388,Mỹ Xuyên,Sóc Trăng,Sóc Trăng
404,Ngã Năm,Sóc Trăng,Sóc Trăng
514,Sóc Trăng,Sóc Trăng,Sóc Trăng
590,Thạnh Trị,Sóc Trăng,Sóc Trăng
631,Trần Đề,Sóc Trăng,Sóc Trăng
675,Vĩnh Châu,Sóc Trăng,Sóc Trăng
45,Bắc Yên,Sơn La,Sơn La
360,Mai Sơn,Sơn La,Sơn La
372,Mộc Châu,Sơn La,Sơn La
378,Mường La,Sơn La,Sơn La
462,Phù Yên,Sơn La,Sơn La
504,Quỳnh Nhai,Sơn La,Sơn La
519,Sông Mã,Sơn La,Sơn La
520,Sốp Cộp,Sơn La,Sơn La
525,Sơn La,Sơn La,Sơn La
606,Thuận Châu,Sơn La,Sơn La
667,Vân Hồ,Sơn La,Sơn La
700,Yên Châu,Sơn La,Sơn La
47,Bến Cầu,Tây Ninh,Tây Ninh
114,Châu Thành,Tây Ninh,Tây Ninh
153,Dương Minh Châu,Tây Ninh,Tây Ninh
225,Gò Dầu,Tây Ninh,Tây Ninh
255,Hòa Thành,Tây Ninh,Tây Ninh
540,Tân Biên,Tây Ninh,Tây Ninh
543,Tân Châu,Tây Ninh,Tây Ninh
563,Tây Ninh,Tây Ninh,Tây Ninh
628,Trảng Bàng,Tây Ninh,Tây Ninh
190,Đông Hưng,Thái Bình,Thái Bình
277,Hưng Hà,Thái Bình,Thái Bình
298,Kiến Xương,Thái Bình,Thái Bình
505,Quỳnh Phụ,Thái Bình,Thái Bình
570,Thái Bình,Thái Bình,Thái Bình
573,Thái Thụy,Thái Bình,Thái Bình
613,Tiền Hải,Thái Bình,Thái Bình
689,Vũ Thư,Thái Bình,Thái Bình
160,Đại Từ,Thái Nguyên,Thái Nguyên
180,Định Hóa,Thái Nguyên,Thái Nguyên
194,Đồng Hỷ,Thái Nguyên,Thái Nguyên
441,Phổ Yên,Thái Nguyên,Thái Nguyên
442,Phú Bình,Thái Nguyên,Thái Nguyên
446,Phú Lương,Thái Nguyên,Thái Nguyên
516,Sông Công,Thái Nguyên,Thái Nguyên
572,Thái Nguyên,Thái Nguyên,Thái Nguyên
687,Võ Nhai,Thái Nguyên,Thái Nguyên
21,Bá Thước,Thanh Hóa,Thanh Hóa
51,Bỉm Sơn,Thanh Hóa,Thanh Hóa
96,Cẩm Thủy,Thanh Hóa,Thanh Hóa
191,Đông Sơn,Thanh Hóa,Thanh Hóa
233,Hà Trung,Thanh Hóa,Thanh Hóa
248,Hậu Lộc,Thanh Hóa,Thanh Hóa
266,Hoằng Hóa,Thanh Hóa,Thanh Hóa
327,Lang Chánh,Thanh Hóa,Thanh Hóa
379,Mường Lát,Thanh Hóa,Thanh Hóa
402,Nga Sơn,Thanh Hóa,Thanh Hóa
414,Ngọc Lặc,Thanh Hóa,Thanh Hóa
422,Như Thanh,Thanh Hóa,Thanh Hóa
423,Như Xuân,Thanh Hóa,Thanh Hóa
431,Nông Cống,Thanh Hóa,Thanh Hóa
472,Quan Hóa,Thanh Hóa,Thanh Hóa
473,Quan Sơn,Thanh Hóa,Thanh Hóa
483,Quảng Xương,Thanh Hóa,Thanh Hóa
510,Sầm Sơn,Thanh Hóa,Thanh Hóa
568,Thạch Thành,Thanh Hóa,Thanh Hóa
579,Thanh Hóa,Thanh Hóa,Thanh Hóa
593,Thiệu Hóa,Thanh Hóa,Thanh Hóa
594,Thọ Xuân,Thanh Hóa,Thanh Hóa
611,Thường Xuân,Thanh Hóa,Thanh Hóa
619,Tĩnh Gia,Thanh Hóa,Thanh Hóa
635,Triệu Sơn,Thanh Hóa,Thanh Hóa
680,Vĩnh Lộc,Thanh Hóa,Thanh Hóa
702,Yên Định,Thanh Hóa,Thanh Hóa
276,Huế,Thừa Thiên - Huế,Thua Thien-Hue
282,Hương Thủy,Thừa Thiên - Huế,Thua Thien-Hue
283,Hương Trà,Thừa Thiên - Huế,Thua Thien-Hue
393,Nam Đông,Thừa Thiên - Huế,Thua Thien-Hue
1,A Lưới,Thừa Thiên - Huế,Thua Thien-Hue
438,Phong Điền,Thừa Thiên - Huế,Thua Thien-Hue
445,Phú Lộc,Thừa Thiên - Huế,Thua Thien-Hue
456,Phú Vang,Thừa Thiên - Huế,Thua Thien-Hue
476,Quảng Điền,Thừa Thiên - Huế,Thua Thien-Hue
74,Cai Lậy,Tiền Giang,Tiền Giang
75,Cai Lậy,Tiền Giang,Tiền Giang
76,Cái Bè,Tiền Giang,Tiền Giang
115,Châu Thành,Tiền Giang,Tiền Giang
122,Chợ Gạo,Tiền Giang,Tiền Giang
222,Gò Công,Tiền Giang,Tiền Giang
223,Gò Công Đông,Tiền Giang,Tiền Giang
224,Gò Công Tây,Tiền Giang,Tiền Giang
386,Mỹ Tho,Tiền Giang,Tiền Giang
551,Tân Phú Đông,Tiền Giang,Tiền Giang
552,Tân Phước,Tiền Giang,Tiền Giang
52,Bình Chánh,TP Hồ Chí Minh,VN-SG
61,Bình Tân,TP Hồ Chí Minh,VN-SG
63,Bình Thạnh,TP Hồ Chí Minh,VN-SG
99,Cần Giờ,TP Hồ Chí Minh,VN-SG
138,Củ Chi,TP Hồ Chí Minh,VN-SG
227,Gò Vấp,TP Hồ Chí Minh,VN-SG
267,Hóc Môn,TP Hồ Chí Minh,VN-SG
419,Nhà Bè,TP Hồ Chí Minh,VN-SG
447,Phú Nhuận,TP Hồ Chí Minh,VN-SG
484,Quận 1,TP Hồ Chí Minh,VN-SG
485,Quận 2,TP Hồ Chí Minh,VN-SG
486,Quận 3,TP Hồ Chí Minh,VN-SG
487,Quận 4,TP Hồ Chí Minh,VN-SG
488,Quận 5,TP Hồ Chí Minh,VN-SG
489,Quận 6,TP Hồ Chí Minh,VN-SG
490,Quận 7,TP Hồ Chí Minh,VN-SG
491,Quận 8,TP Hồ Chí Minh,VN-SG
492,Quận 9,TP Hồ Chí Minh,VN-SG
493,Quận 10,TP Hồ Chí Minh,VN-SG
494,Quận 11,TP Hồ Chí Minh,VN-SG
495,Quận 12,TP Hồ Chí Minh,VN-SG
541,Tân Bình,TP Hồ Chí Minh,VN-SG
550,Tân Phú,TP Hồ Chí Minh,VN-SG
602,Thủ Đức,TP Hồ Chí Minh,VN-SG
715,Hồ Chí Minh,TP Hồ Chí Minh,VN-SG
716,Ho Chi Minh City,TP Hồ Chí Minh,VN-SG
83,Càng Long,Trà Vinh,Trà Vinh
102,Cầu Kè,Trà Vinh,Trà Vinh
103,Cầu Ngang,Trà Vinh,Trà Vinh
116,Châu Thành,Trà Vinh,Trà Vinh
150,Duyên Hải,Trà Vinh,Trà Vinh
151,Duyên Hải,Trà Vinh,Trà Vinh
618,Tiểu Cần,Trà Vinh,Trà Vinh
622,Trà Cú,Trà Vinh,Trà Vinh
625,Trà Vinh,Trà Vinh,Trà Vinh
120,Chiêm Hóa,Tuyên Quang,Tuyên Quang
247,Hàm Yên,Tuyên Quang,Tuyên Quang
332,Lâm Bình,Tuyên Quang,Tuyên Quang
389,Na Hang,Tuyên Quang,Tuyên Quang
522,Sơn Dương,Tuyên Quang,Tuyên Quang
648,Tuyên Quang,Tuyên Quang,Tuyên Quang
710,Yên Sơn,Tuyên Quang,Tuyên Quang
59,Bình Minh,Vĩnh Long,Vĩnh Long
62,Bình Tân,Vĩnh Long,Vĩnh Long
342,Long Hồ,Vĩnh Long,Vĩnh Long
361,Mang Thít,Vĩnh Long,Vĩnh Long
530,Tam Bình,Vĩnh Long,Vĩnh Long
624,Trà Ôn,Vĩnh Long,Vĩnh Long
679,Vĩnh Long,Vĩnh Long,Vĩnh Long
691,Vũng Liêm,Vĩnh Long,Vĩnh Long
65,Bình Xuyên,Vĩnh Phúc,Vĩnh Phúc
336,Lập Thạch,Vĩnh Phúc,Vĩnh Phúc
465,Phúc Yên,Vĩnh Phúc,Vĩnh Phúc
518,Sông Lô,Vĩnh Phúc,Vĩnh Phúc
531,Tam Dương,Vĩnh Phúc,Vĩnh Phúc
532,Tam Đảo,Vĩnh Phúc,Vĩnh Phúc
685,Vĩnh Tường,Vĩnh Phúc,Vĩnh Phúc
686,Vĩnh Yên,Vĩnh Phúc,Vĩnh Phúc
704,Yên Lạc,Vĩnh Phúc,Vĩnh Phúc
354,Lục Yên,Yên Bái,Yên Bái
374,Mù Căng Chải,Yên Bái,Yên Bái
411,Nghĩa Lộ,Yên Bái,Yên Bái
626,Trạm Tấu,Yên Bái,Yên Bái
630,Trấn Yên,Yên Bái,Yên Bái
659,Văn Chấn,Yên Bái,Yên Bái
664,Văn Yên,Yên Bái,Yên Bái
698,Yên Bái,Yên Bái,Yên Bái
699,Yên Bình,Yên Bái,Yên Bái
